,State,RegionName,2009q2,2008q2,ratio,univ
2049,New Jersey,Hazlet,313733.3333333333,334466.6666666667,1.0660858478538038,False
2050,Michigan,Oxford Township,160033.33333333334,189966.66666666666,1.187044365757134,False
2051,Tennessee,East Ridge,104266.66666666667,104066.66666666667,0.9980818414322251,False
2052,Texas,Stephenville,135266.66666666666,106433.33333333333,0.7868408082799409,True
2053,California,Coronado,1225500.0,1166933.3333333333,0.9522099823201414,False
2054,Ohio,South Euclid,99966.66666666667,107366.66666666667,1.0740246748916304,False
2055,Texas,Bay City,,,,False
2056,California,West Carson,331866.6666666667,417566.6666666667,1.2582362394535958,False
2057,Connecticut,Town of New Milford,282200.0,317700.0,1.125797306874557,False
2058,Maryland,College Park,274433.3333333333,325466.6666666667,1.185958945706304,True
2059,Florida,Greater Northdale,165733.33333333334,197500.0,1.1916733708769107,False
2060,New Jersey,Lacey,259700.0,278933.3333333333,1.0740598126042868,False
2061,Oregon,Happy Valley,360266.6666666667,405333.3333333333,1.1250925240562546,False
2062,Missouri,Imperial,176366.66666666666,170633.33333333334,0.9674919674919676,False
2063,Mississippi,Hernando,,,,False
2064,Georgia,Douglas,93600.0,103700.0,1.107905982905983,False
2065,North Carolina,Spring Lake,,,,False
2066,California,Valley Center,428066.6666666667,533433.3333333334,1.2461454602086903,False
2067,Missouri,De Soto,138266.66666666666,116800.0,0.8447444551591129,False
2068,Massachusetts,Gardner,161300.0,178433.33333333334,1.1062202934490597,False
2069,California,Susanville,170633.33333333334,198600.0,1.1638991990623169,False
2070,Pennsylvania,Penn Township,140800.0,135033.33333333334,0.9590435606060607,False
2071,Washington,Graham,258266.66666666666,290200.0,1.1236448115642748,False
2072,North Carolina,Dunn,107333.33333333333,110033.33333333333,1.0251552795031056,False
2073,Pennsylvania,Buckingham,489033.3333333333,523100.0,1.0696612364528661,False
2074,Tennessee,Powell,141433.33333333334,136566.66666666666,0.9655903841621493,False
2075,Alabama,Daphne,156300.0,169000.0,1.0812539987204095,False
2076,Maryland,Arnold,368266.6666666667,394600.0,1.0715061549601737,False
2077,Indiana,Clarksville,95066.66666666667,94500.0,0.994039270687237,False
2078,Rhode Island,Town of Westerly,309800.0,340333.3333333333,1.0985582095975899,False
2079,Illinois,Matteson,167766.66666666666,200300.0,1.1939201271607391,False
2080,Indiana,Columbia City,116933.33333333333,117966.66666666667,1.008836944127708,False
2081,Michigan,Okemos,184100.0,200466.66666666666,1.088900959623393,False
2082,New Jersey,Palisades Park,507366.6666666667,553266.6666666666,1.0904671177977792,False
2083,Ohio,Avon Lake,194500.0,194333.33333333334,0.9991431019708655,False
2084,Florida,Ocoee,170333.33333333334,212233.33333333334,1.2459882583170254,False
2085,North Carolina,Arden,210533.33333333334,221100.0,1.0501899936668777,False
2086,Alabama,Homewood,249366.66666666666,255333.33333333334,1.0239272824488705,False
2087,California,South El Monte,298700.0,379933.3333333333,1.2719562548822676,False
2088,Michigan,Harrison Township,122900.0,149466.66666666666,1.216164903715758,False
2089,Michigan,Allendale Township,148000.0,159833.33333333334,1.079954954954955,False
2090,Connecticut,New Canaan,1228066.6666666667,1365300.0,1.111747462135606,False
2091,Arkansas,Bentonville,143800.0,150933.33333333334,1.0496059341678257,False
2092,Texas,Cloverleaf,98433.33333333333,108266.66666666667,1.0998984083982393,False
2093,Connecticut,Bloomfield,206000.0,224166.66666666666,1.088187702265372,False
2094,Pennsylvania,Radnor,660066.6666666666,681666.6666666666,1.0327239672760327,False
2095,California,Laguna Beach,1401033.3333333333,1416300.0,1.010896719088292,False
2096,New York,New Windsor,262666.6666666667,280600.0,1.0682741116751269,False
2097,New Jersey,Hopewell Township,415366.6666666667,436433.3333333333,1.0507182409116442,False
2098,Indiana,Plymouth,112800.0,112266.66666666667,0.9952718676122931,False
2099,Indiana,Bedford,79233.33333333333,78066.66666666667,0.9852755574253261,False
2100,Rhode Island,North Kingstown,283333.3333333333,304733.3333333333,1.0755294117647058,False
2101,North Carolina,Holly Springs,207900.0,219000.0,1.0533910533910533,False
2102,Washington,White Center,258133.33333333334,298933.3333333333,1.1580578512396693,False
2103,Illinois,Villa Park,244800.0,255300.0,1.0428921568627452,False
2104,Texas,Benbrook,124433.33333333333,129000.0,1.036699705330833,False
2105,Colorado,Fountain,158766.66666666666,173366.66666666666,1.091958849464623,False
2106,South Carolina,Saint Andrews,97000.0,94133.33333333333,0.970446735395189,False
2107,Maryland,Olney,426833.3333333333,463666.6666666667,1.086294416243655,False
2108,Pennsylvania,McKeesport,44400.0,45166.666666666664,1.0172672672672671,False
2109,Wisconsin,Grand Chute,157033.33333333334,166066.66666666666,1.0575249416259815,False
2110,Maryland,Mechanicsville,287966.6666666667,312200.0,1.0841532584789906,False
2111,Ohio,Trotwood,66200.0,77633.33333333333,1.1727089627391742,False
2112,California,Lomita,456966.6666666667,501800.0,1.0981107301772557,False
2113,Washington,Ferndale,277966.6666666667,287700.0,1.0350161889914857,False
2114,Florida,Cantonment,157000.0,159533.33333333334,1.016135881104034,False
2115,Missouri,Belton,,,,False
2116,Florida,Navarre,206166.66666666666,216833.33333333334,1.0517380759902992,False
2117,Oregon,Troutdale,219733.33333333334,246600.0,1.1222694174757282,False
2118,New York,Melville,541333.3333333334,610900.0,1.1285098522167487,False
2119,California,Marina,352433.3333333333,453166.6666666667,1.2858223777546582,False
2120,Minnesota,West Saint Paul,180533.33333333334,193766.66666666666,1.073301329394387,False
2121,Illinois,Alton,65700.0,67833.33333333333,1.032470826991375,False
2122,New York,Grand Island,,,,False
2123,Illinois,Park Forest,105233.33333333333,121300.0,1.152676591700982,False
2124,California,La Canada Flintridge,1073833.3333333333,1201066.6666666667,1.118485177712246,False
2125,Alabama,Bessemer,,,,False
2126,Washington,Five Corners,200533.33333333334,229966.66666666666,1.1467752659574466,False
2127,Florida,Seffner,133600.0,164100.0,1.2282934131736527,False
2128,Ohio,New Philadelphia,89233.33333333333,91000.0,1.0197982816585731,False
2129,New York,Carmel,383500.0,400633.3333333333,1.0446762277270751,False
2130,Connecticut,Monroe,351500.0,403500.0,1.1479374110953058,False
2131,Pennsylvania,Coolbaugh,134400.0,140166.66666666666,1.042906746031746,False
2132,Florida,Ives Estates,112500.0,176100.0,1.5653333333333332,False
2133,New Jersey,Barnegat Township,247766.66666666666,275166.6666666667,1.1105879187407508,False
2134,Washington,Silverdale,299200.0,320700.0,1.0718582887700534,False
2135,Oregon,Hayesville,177133.33333333334,187666.66666666666,1.0594655626646592,False
2136,Minnesota,New Hope,195933.33333333334,212266.66666666666,1.08336168764886,False
2137,New York,Lynbrook,388700.0,420066.6666666667,1.0806963382214219,False
2138,Pennsylvania,King of Prussia,269666.6666666667,285033.3333333333,1.056983930778739,False
2139,Washington,Kenmore,384766.6666666667,436500.0,1.134453781512605,False
2140,Washington,Mountlake Terrace,262766.6666666667,305533.3333333333,1.1627552962070276,False
2141,Maryland,Takoma Park,394600.0,430466.6666666667,1.0908937320493326,False
2142,Ohio,Madison,134566.66666666666,135366.66666666666,1.0059450086698043,False
2143,Missouri,Affton,140466.66666666666,153766.66666666666,1.0946843853820598,False
2144,California,Rosamond,142466.66666666666,211066.66666666666,1.4815161441272813,False
2145,Pennsylvania,Darby Township,100900.0,97266.66666666667,0.9639907499174101,False
2146,Tennessee,Ooltewah,181266.66666666666,185033.33333333334,1.0207796984185364,False
2147,Illinois,Roselle,243233.33333333334,265866.6666666667,1.0930519391530766,False
2148,Wisconsin,Mount Pleasant,167133.33333333334,186033.33333333334,1.113083366573594,False
2149,Kentucky,Burlington,147433.33333333334,147033.33333333334,0.9972869093375537,False
2150,Massachusetts,Stoneham,349000.0,364533.3333333333,1.0445081184336198,False
2151,Georgia,Clarkston,123700.0,134500.0,1.0873080032336297,False
2152,Massachusetts,East Falmouth,305900.0,329966.6666666667,1.0786749482401656,False
2153,Utah,Clinton,197933.33333333334,214900.0,1.0857190973391715,False
2154,Louisiana,Baker,,,,False
2155,Ohio,Broadview Heights,198066.66666666666,201133.33333333334,1.0154830023561092,False
2156,Virginia,Gainesville,358733.3333333333,387766.6666666667,1.080932912098123,False
2157,Mississippi,Picayune,136533.33333333334,135600.0,0.9931640624999999,False
2158,Connecticut,Darien,1209033.3333333333,1338900.0,1.1074136362383171,False
2159,Washington,Sunnyside,113333.33333333333,120033.33333333333,1.0591176470588235,False
2160,Illinois,East Moline,88600.0,89133.33333333333,1.0060195635816402,False
2161,Pennsylvania,South Whitehall Township,212466.66666666666,231400.0,1.0891120175713838,False
2162,Texas,Pampa,,,,False
2163,New Mexico,Silver City,171366.66666666666,123300.0,0.7195098229916359,True
2164,Connecticut,Ansonia,217700.0,238166.66666666666,1.094013167968152,False
2165,Ohio,Twinsburg,183100.0,196900.0,1.0753686510103768,False
2166,California,Arvin,124833.33333333333,165266.66666666666,1.3238985313751668,False
2167,Florida,Estero,217466.66666666666,253733.33333333334,1.1667688534641325,True
2168,California,Granite Bay,625266.6666666666,714933.3333333334,1.1434054803283933,False
2169,Virginia,Forest,228833.33333333334,218533.33333333334,0.9549890750182083,False
2170,Ohio,Brook Park,110433.33333333333,115266.66666666667,1.0437669785692727,False
2171,California,Ojai,569400.0,588133.3333333334,1.0329001287905397,False
2172,Florida,Wright,153400.0,166733.33333333334,1.0869187309865276,False
2173,Michigan,Birmingham,264566.6666666667,309400.0,1.1694594935114022,False
2174,Michigan,Monroe Township,107233.33333333333,114566.66666666667,1.0683866956792043,False
2175,Michigan,Dewitt Township,145233.33333333334,161700.0,1.1133807665825108,False
2176,Pennsylvania,Upper Saint Clair,222733.33333333334,220233.33333333334,0.9887758156240647,False
2177,Illinois,Zion,134600.0,150533.33333333334,1.1183754333828628,False
2178,Indiana,Auburn,114600.0,124533.33333333333,1.0866783013379873,False
2179,Washington,Enumclaw,301066.6666666667,339833.3333333333,1.1287643932683789,False
2180,Minnesota,South Saint Paul,165033.33333333334,180200.0,1.0919006261361341,False
2181,Ohio,Mayfield Heights,129800.0,132433.33333333334,1.0202876219825374,False
2182,Illinois,Evergreen Park,179433.33333333334,199233.33333333334,1.110347389931265,False
2183,Maryland,Berlin,234000.0,253266.66666666666,1.0823361823361823,False
2184,Georgia,Saint Marys,179400.0,183733.33333333334,1.0241545893719808,False
2185,Florida,Sun City Center,109466.66666666667,131866.66666666666,1.20462850182704,False
2186,California,Shafter,138300.0,186366.66666666666,1.3475536273800914,False
2187,California,Duarte,322333.3333333333,397700.0,1.2338159255429164,False
2188,Missouri,Spanish Lake,101100.0,116300.0,1.1503461918892186,False
2189,California,El Sobrante,314400.0,378900.0,1.2051526717557253,False
2190,Illinois,Bloomingdale,282800.0,309000.0,1.0926449787835926,False
2191,New York,Copiague,298633.3333333333,347566.6666666667,1.1638575733898875,False
2192,Illinois,Brookfield,226833.33333333334,243433.33333333334,1.073181484202792,False
2193,New York,Selden,292366.6666666667,332466.6666666667,1.1371565385930908,False
2194,New Jersey,Montgomery Township,547300.0,562100.0,1.0270418417686826,False
2195,Louisiana,Zachary,138500.0,136000.0,0.9819494584837545,False
2196,North Carolina,Zebulon,134233.33333333334,132466.66666666666,0.9868388378445492,False
2197,Michigan,Flushing Township,105600.0,126900.0,1.2017045454545454,False
2198,Connecticut,Town of Bethel,314333.3333333333,365333.3333333333,1.1622481442205725,False
2199,Florida,Sunny Isles Beach,252466.66666666666,378600.0,1.4996039081066808,False
2200,North Carolina,Belmont,137500.0,138566.66666666666,1.0077575757575756,False
2201,New York,Mineola,413733.3333333333,442566.6666666667,1.0696906219787303,False
2202,Mississippi,Brookhaven,101266.66666666667,119833.33333333333,1.183344305464121,False
2203,Connecticut,Southbury,283733.3333333333,321933.3333333333,1.1346334586466165,False
2204,Alabama,Hartselle,,,,False
2205,Illinois,East Peoria,115133.33333333333,118566.66666666667,1.0298204979733643,False
2206,California,Albany,519466.6666666667,594900.0,1.1452130390143738,False
2207,Tennessee,Manchester,110066.66666666667,113333.33333333333,1.0296789824348878,False
2208,New Jersey,Glassboro,193100.0,207066.66666666666,1.072328672535819,True
2209,California,Nipomo,427000.0,478333.3333333333,1.1202185792349726,False
2210,Illinois,Alsip,173100.0,200200.0,1.1565569035239747,False
2211,Oregon,Dallas,199533.33333333334,206100.0,1.0329101236217841,False
2212,Iowa,Indianola,,,,False
2213,Illinois,Woodstock,174733.33333333334,196700.0,1.1257153758107592,False
2214,Michigan,Trenton,110066.66666666667,133766.66666666666,1.2153240460327073,False
2215,Washington,Stanwood,316266.6666666667,345566.6666666667,1.0926433389544687,False
2216,Georgia,Perry,111700.0,111666.66666666667,0.9997015816174277,False
2217,Washington,Tukwila,250566.66666666666,289966.6666666667,1.1572435812159108,False
2218,Washington,Mill Creek,383700.0,434566.6666666667,1.1325688471896447,False
2219,Maryland,Edgewood,182066.66666666666,197566.66666666666,1.0851336506774076,False
2220,Florida,Temple Terrace,140900.0,170800.0,1.2122072391767211,False
2221,New York,Massapequa Park,404500.0,427433.3333333333,1.0566955088586731,False
2222,Indiana,Decatur,88833.33333333333,96400.0,1.0851782363977487,False
2223,Florida,Citrus Ridge,165800.0,218933.33333333334,1.3204664254121432,False
2224,Minnesota,Forest Lake,212866.66666666666,227766.66666666666,1.0699968681490761,False
2225,Florida,Jacksonville Beach,264600.0,277266.6666666667,1.0478710002519527,False
2226,Pennsylvania,East Hempfield Township,230266.66666666666,241000.0,1.0466126230457442,False
2227,Georgia,Forest Park,56500.0,83533.33333333333,1.478466076696165,False
2228,Virginia,Dumfries,283066.6666666667,329433.3333333333,1.1638012246820535,False
2229,Illinois,Franklin Park,200266.66666666666,231066.66666666666,1.1537949400798935,False
2230,Kentucky,Erlanger,110366.66666666667,113866.66666666667,1.0317124735729386,False
2231,New York,Coram,297066.6666666667,331100.0,1.114564631956912,False
2232,Mississippi,Columbia,119000.0,87333.33333333333,0.7338935574229691,False
2233,Alabama,Foley,133333.33333333334,150600.0,1.1295,False
2234,Oregon,Pendleton,136533.33333333334,135800.0,0.9946289062499999,False
2235,Maryland,Rosedale,205566.66666666666,222366.66666666666,1.0817253121452894,False
2236,Washington,Bainbridge Island,568333.3333333334,642133.3333333334,1.1298533724340176,False
2237,Michigan,Ypsilanti,117933.33333333333,128466.66666666667,1.0893159977388356,True
2238,Georgia,Cartersville,,,,False
2239,Florida,Orange City,111000.0,138966.66666666666,1.251951951951952,False
2240,Ohio,Eastlake,123100.0,129066.66666666667,1.048470078526943,False
2241,Florida,Oak Ridge,126400.0,150133.33333333334,1.1877637130801688,False
2242,New Jersey,Morristown,399100.0,434233.3333333333,1.088031403992316,False
2243,Connecticut,Rocky Hill,248333.33333333334,261633.33333333334,1.0535570469798659,False
2244,Florida,Key West,397600.0,513433.3333333333,1.2913313212608988,False
2245,Illinois,Bensenville,229166.66666666666,256166.66666666666,1.1178181818181818,False
2246,Tennessee,Harriman,94233.33333333333,96266.66666666667,1.0215776441457376,False
2247,Florida,Windermere,348800.0,416500.0,1.1940940366972477,False
2248,California,American Canyon,370700.0,559400.0,1.5090369571081736,False
2249,Arizona,Green Valley,179200.0,193300.0,1.0786830357142858,False
2250,California,Hermosa Beach,910933.3333333334,986600.0,1.083064988290398,False
2251,Maryland,Lexington Park,254133.33333333334,274133.3333333333,1.0786988457502622,False
2252,New Hampshire,Bedford,334300.0,362333.3333333333,1.0838568152358161,False
2253,Alabama,Vestavia Hills,277466.6666666667,298200.0,1.0747236905333972,False
2254,New York,Bronxville,737266.6666666666,761800.0,1.0332760647436479,False
2255,New York,Town of Owego,130700.0,149800.0,1.1461361897475133,False
2256,Pennsylvania,Limerick,268233.3333333333,278000.0,1.0364110848763515,False
2257,New York,Kings Park,404466.6666666667,435433.3333333333,1.0765617273776165,False
2258,New Jersey,Point Pleasant,348300.0,360766.6666666667,1.0357928988419944,False
2259,Michigan,Gaines Township,158000.0,168100.0,1.0639240506329113,False
2260,Indiana,Mooresville,135133.33333333334,136233.33333333334,1.0081401085347805,False
2261,California,Arcata,299333.3333333333,333233.3333333333,1.113251670378619,True
2262,Colorado,Cimarron Hills,153333.33333333334,165000.0,1.076086956521739,False
2263,Illinois,Homewood,161466.66666666666,180233.33333333334,1.1162262592898433,False
2264,Florida,Ruskin,152133.33333333334,188833.33333333334,1.2412357581069238,False
2265,California,La Crescenta-Montrose,582833.3333333334,628100.0,1.0776665713468687,False
2266,California,Los Alamitos,778266.6666666666,833900.0,1.0714836388555766,False
2267,Connecticut,Wilton,753066.6666666666,826366.6666666666,1.0973353399433428,False
2268,Illinois,Collinsville,118233.33333333333,121733.33333333333,1.0296024809698336,False
2269,New York,Syosset,551400.0,578733.3333333334,1.0495707895055013,False
2270,Ohio,Rocky River,184300.0,185133.33333333334,1.0045216133116297,False
2271,Missouri,Creve Coeur,343100.0,377600.0,1.100553774409793,False
2272,Washington,East Hill-Meridian,267200.0,319766.6666666667,1.1967315369261478,False
2273,Tennessee,Sparta,90900.0,91900.0,1.011001100110011,False
2274,Tennessee,Athens,115966.66666666667,106933.33333333333,0.9221040528887611,False
2275,Rhode Island,Newport,341933.3333333333,378366.6666666667,1.1065509845973875,False
2276,New Jersey,Merchantville,185966.66666666666,197800.0,1.0636314751747626,False
2277,Pennsylvania,Hampton Township,177066.66666666666,175766.66666666666,0.9926581325301205,False
2278,California,Port Hueneme,280300.0,348866.6666666667,1.2446188607444406,False
2279,Georgia,Thomaston,75766.66666666667,78266.66666666667,1.032996040475143,False
2280,Massachusetts,Westborough,353266.6666666667,370866.6666666667,1.0498207208907342,False
2281,Georgia,Decatur,285733.3333333333,294933.3333333333,1.032197853476435,False
2282,New York,Wheatfield,166800.0,170133.33333333334,1.0199840127897681,False
2283,Oregon,Hood River,338166.6666666667,354366.6666666667,1.0479053721044849,False
2284,Florida,West Melbourne,153733.33333333334,175533.33333333334,1.1418039895923677,False
2285,Tennessee,Lewisburg,84933.33333333333,88200.0,1.0384615384615385,False
2286,Louisiana,Chalmette,100966.66666666667,99900.0,0.989435457246616,False
2287,Ohio,Niles,65466.666666666664,75033.33333333333,1.1461303462321792,False
2288,Tennessee,Fayetteville,94066.66666666667,85400.0,0.9078667611622961,False
2289,Ohio,Whitehall,74633.33333333333,82133.33333333333,1.1004912907548012,False
2290,Rhode Island,Central Falls,162933.33333333334,191600.0,1.1759410801963992,False
2291,New Jersey,Dover,290466.6666666667,332733.3333333333,1.1455129676382831,False
2292,Minnesota,Big Lake,170300.0,184000.0,1.080446271285966,False
2293,New Jersey,Mt Olive Township,358733.3333333333,387466.6666666667,1.0800966363129532,False
2294,New York,Town of Mamaroneck,636466.6666666666,674100.0,1.0591285220488111,False
2295,Florida,Debary,181833.33333333334,213466.66666666666,1.173968835930339,False
2296,Oklahoma,Bethany,96400.0,95166.66666666667,0.9872060857538036,False
2297,Georgia,Ellijay,168900.0,194733.33333333334,1.1529504637852774,False
2298,North Carolina,Hillsborough,198500.0,200400.0,1.0095717884130981,False
2299,Ohio,Miamisburg,126666.66666666667,142766.66666666666,1.1271052631578946,False
2300,South Carolina,York,135700.0,131833.33333333334,0.9715057725374602,False
2301,New York,Lackawanna,,,,False
2302,Louisiana,Ruston,136466.66666666666,130300.0,0.9548119198827553,True
2303,Texas,Hutto,132400.0,148533.33333333334,1.1218529707955691,False
2304,California,Phelan,216333.33333333334,288933.3333333333,1.3355932203389829,False
2305,New Jersey,Iselin,279933.3333333333,303466.6666666667,1.0840676351512266,False
2306,Florida,Fruit Cove,268300.0,291066.6666666667,1.0848552615231706,False
2307,Utah,Syracuse,256633.33333333334,285566.6666666667,1.1127419145343551,False
2308,New Jersey,Tinton Falls,315533.3333333333,334533.3333333333,1.0602155081343756,False
2309,Pennsylvania,Windsor Township,180666.66666666666,190966.66666666666,1.0570110701107012,False
2310,Connecticut,Town of Groton,223200.0,239733.33333333334,1.0740740740740742,False
2311,Illinois,Mokena,281833.3333333333,292300.0,1.0371377882909523,False
2312,North Carolina,Newton,98666.66666666667,92666.66666666667,0.9391891891891891,False
2313,Wisconsin,Howard,156266.66666666666,160066.66666666666,1.0243174061433447,False
2314,Ohio,East Cleveland,70100.0,78433.33333333333,1.1188777936281502,False
2315,Massachusetts,Sudbury,582566.6666666666,615700.0,1.0568747496709963,False
2316,Indiana,Griffith,132033.33333333334,146366.66666666666,1.1085584448371621,False
2317,Minnesota,White Bear Lake,176500.0,188533.33333333334,1.0681775259678943,False
2318,South Carolina,Camden,,,,False
2319,Massachusetts,Grafton,284466.6666666667,300800.0,1.0574173892664636,False
2320,Massachusetts,Winthrop,304033.3333333333,331933.3333333333,1.0917662537002522,False
2321,New Jersey,Pleasantville,160833.33333333334,176566.66666666666,1.0978238341968911,False
2322,Connecticut,Plainville,195166.66666666666,203933.33333333334,1.0449188727583263,False
2323,New Jersey,Hamilton Township,197233.33333333334,214800.0,1.0890654047659287,False
2324,Minnesota,Hopkins,182100.0,199633.33333333334,1.0962840929892002,False
2325,Connecticut,Berlin,270466.6666666667,280366.6666666667,1.0366034015282228,False
2326,Oklahoma,Bixby,,,,False
2327,Wisconsin,Town of Oconomowoc,226800.0,230733.33333333334,1.017342739564962,False
2328,California,Westlake Village,724366.6666666666,811866.6666666666,1.1207951773963463,False
2329,California,Willowbrook,240333.33333333334,355766.6666666667,1.4803051317614424,False
2330,Pennsylvania,Manor Township,173300.0,180100.0,1.0392383150605886,False
2331,Massachusetts,South Hadley,206866.66666666666,217266.66666666666,1.0502739284563325,True
2332,Wisconsin,Cudahy,137966.66666666666,156566.66666666666,1.1348151727470404,False
2333,Virginia,Hybla Valley,359866.6666666667,406333.3333333333,1.1291218969988883,False
2334,California,Truckee,464500.0,515733.3333333333,1.1102978112665949,False
2335,Pennsylvania,Somerset Township,113400.0,124400.0,1.0970017636684304,False
2336,New Jersey,Marlboro,479533.3333333333,509900.0,1.0633254553037677,False
2337,New Jersey,Colonia,330433.3333333333,358866.6666666667,1.0860486230202766,False
2338,Illinois,Bellwood,142666.66666666666,182933.33333333334,1.2822429906542057,False
2339,Virginia,Stephens City,185933.33333333334,218400.0,1.1746145571889566,False
2340,Florida,Odessa,319333.3333333333,356000.0,1.11482254697286,False
2341,Texas,Taylor,108333.33333333333,113866.66666666667,1.0510769230769232,False
2342,Texas,Sachse,164066.66666666666,177900.0,1.0843153189760262,False
2343,Pennsylvania,West Mifflin,79066.66666666667,83233.33333333333,1.052698145025295,False
2344,Washington,Washougal,257866.66666666666,296066.6666666667,1.1481385729058946,False
2345,Vermont,Colchester,242500.0,243100.0,1.0024742268041238,False
2346,Michigan,Sturgis,79800.0,95166.66666666667,1.1925647451963242,False
2347,New Jersey,Dumont,350033.3333333333,395700.0,1.1304637653556804,False
2348,South Carolina,Ladson,130300.0,132933.33333333334,1.0202097723202865,False
2349,Vermont,South Burlington,227900.0,233366.66666666666,1.023987128857686,False
2350,Missouri,Overland,91900.0,102600.0,1.116430903155604,False
2351,New Jersey,Lindenwold,136866.66666666666,148466.66666666666,1.0847540185094984,False
2352,Louisiana,Belle Chasse,247333.33333333334,237200.0,0.9590296495956873,False
2353,New Mexico,Belen,,,,False
2354,Massachusetts,Town of Sharon,381833.3333333333,408533.3333333333,1.0699257965953732,False
2355,Massachusetts,Town of Greenfield,169500.0,174233.33333333334,1.0279252704031465,False
2356,Massachusetts,Newburyport,360800.0,384700.0,1.066241685144124,False
2357,California,Taft,121766.66666666667,127966.66666666667,1.0509170544757733,False
2358,New Jersey,Chatham Township,791900.0,802900.0,1.013890642757924,False
2359,Wisconsin,Town of Sun Prairie,184766.66666666666,195200.0,1.0564676168139997,False
2360,Massachusetts,Concord,640333.3333333334,664933.3333333334,1.0384174908901613,False
2361,Michigan,Wayne,64700.0,101333.33333333333,1.5662029881504378,False
2362,New Jersey,Woodbridge Township,264933.3333333333,291633.3333333333,1.1007800704579769,False
2363,California,Lindsay,151500.0,166566.66666666666,1.0994499449944994,False
2364,Maryland,Edgewater,338966.6666666667,377500.0,1.1136788278100107,False
2365,Ohio,Northfield,165033.33333333334,182133.33333333334,1.103615431226015,False
2366,Washington,Cheney,174666.66666666666,186866.66666666666,1.0698473282442749,True
2367,Massachusetts,Somerset,245466.66666666666,259566.66666666666,1.057441607821836,False
2368,Hawaii,Pahoa,169266.66666666666,193533.33333333334,1.143363528948405,False
2369,New York,Scarsdale,1201633.3333333333,1308800.0,1.0891841659962829,False
2370,Washington,Anacortes,283800.0,302133.3333333333,1.0645994832041343,False
2371,New Jersey,Vernon Township,226033.33333333334,259866.66666666666,1.14968293761982,False
2372,Massachusetts,Town of Hingham,565466.6666666666,586866.6666666666,1.037844847913228,False
2373,Virginia,Great Falls,997633.3333333334,1082066.6666666667,1.0846336329312707,False
2374,Florida,Oldsmar,148500.0,184133.33333333334,1.2399551066217733,False
2375,Ohio,Tallmadge,144833.33333333334,157033.33333333334,1.084234752589183,False
2376,Pennsylvania,Scott Township,119500.0,124966.66666666667,1.0457461645746164,False
2377,Pennsylvania,Susquehanna Township,154733.33333333334,162233.33333333334,1.0484704868591124,False
2378,Georgia,Eastman,106466.66666666667,95333.33333333333,0.8954289292423293,False
2379,Minnesota,Chanhassen,271433.3333333333,294433.3333333333,1.0847353555200785,False
2380,Arkansas,Bryant,132766.66666666666,134666.66666666666,1.0143108209892042,False
2381,Rhode Island,Bristol,284233.3333333333,307300.0,1.0811539814706228,False
2382,Florida,Summerfield,,,,False
2383,Ohio,Centerville,156233.33333333334,167600.0,1.0727544271388947,False
2384,Arizona,Tanque Verde,376933.3333333333,415033.3333333333,1.1010788822072868,False
2385,Tennessee,Seymour,141733.33333333334,149500.0,1.0547977422389463,False
2386,Texas,South Houston,77600.0,87333.33333333333,1.1254295532646048,False
2387,Pennsylvania,Manchester Township,193400.0,207633.33333333334,1.0735953119613926,False
2388,Tennessee,Paris,78433.33333333333,78866.66666666667,1.0055248618784531,False
2389,Connecticut,Willimantic,151300.0,160500.0,1.060806345009914,True
2390,New Jersey,Elmwood Park,339800.0,385633.3333333333,1.1348832646654894,False
2391,New Jersey,Ocean Township,454600.0,502933.3333333333,1.1063205748643496,False
2392,Oklahoma,Jenks,151400.0,153300.0,1.0125495376486129,False
2393,Massachusetts,Norton,275800.0,304000.0,1.1022480058013053,False
2394,Kentucky,Independence,144200.0,146966.66666666666,1.01918631530282,False
2395,Massachusetts,Town of Foxborough,337066.6666666667,365100.0,1.0831685126582278,False
2396,Illinois,Frankfort,333166.6666666667,345600.0,1.0373186593296648,False
2397,California,Kerman,164300.0,209366.66666666666,1.27429498884155,False
2398,North Carolina,Mint Hill,202933.33333333334,220300.0,1.0855781865965834,False
2399,New York,Salina,115200.0,114533.33333333333,0.9942129629629629,False
2400,Missouri,Manchester,201433.33333333334,217433.33333333334,1.079430746318054,False
2401,Illinois,Deerfield,432633.3333333333,475900.0,1.1000077047538332,False
2402,Connecticut,Wolcott,221366.66666666666,242466.66666666666,1.0953169703357928,False
2403,Illinois,Bridgeview,198300.0,224633.33333333334,1.1327954278029921,False
2404,Florida,Sebastian,140966.66666666666,157633.33333333334,1.1182312603452353,False
2405,Wisconsin,Town of Cedarburg,245133.33333333334,245666.66666666666,1.002175686701115,False
2406,Florida,Marianna,,,,False
2407,Pennsylvania,Bryn Mawr,496900.0,512066.6666666667,1.0305225732877172,False
2408,California,El Segundo,662200.0,721833.3333333334,1.090053357495218,False
2409,South Carolina,Boiling Springs,121966.66666666667,126733.33333333333,1.0390817163159332,False
2410,Pennsylvania,Carlisle,144600.0,152033.33333333334,1.0514061779621946,True
2411,Missouri,Republic,122600.0,122466.66666666667,0.9989124524197934,False
2412,North Carolina,Mount Holly,131966.66666666666,134733.33333333334,1.0209648901237687,False
2413,Oregon,Four Corners,157933.33333333334,165166.66666666666,1.0457999155761923,False
2414,Washington,Mukilteo,401700.0,462300.0,1.1508588498879762,False
